Chi,Na,Nb,Nn,Pa,Pb,Pn
9.999999999999999e-05,10.44950747873498,-1.2366892932805742,23.610150349268096,11.610563772030842,-1.3740992109500945,21.463773048933803
0.0001250576959893667,10.197580694531215,-1.21676508456956,21.75922905912542,11.330645214704777,-1.3519612037926454,19.78111947262594
0.00015639427326168853,9.974559043534722,-1.194493768880438,20.057846523033476,11.082843231300533,-1.3272131551692066,18.234405935803593
0.00019558307480038186,9.77564883089763,-1.169794386636167,18.492295606081605,10.861832032951334,-1.2997706065627996,16.81117782403128
0.000244591687090517,9.59673970281115,-1.142636985754463,17.050368382189767,10.663044114003391,-1.2695257166183738,15.500334967183809
0.00030588072845692186,9.434270727202478,-1.1127781021053598,15.721156994623733,10.482523026756976,-1.236351009504106,14.291960905482567
0.0003825273914837177,9.285130816084623,-1.0800922880838915,14.494892784109503,10.316804107509657,-1.2001025418579574,13.177175271204987
0.0004783799423177619,9.146543064689364,-1.0445602676083257,13.362770682501424,10.16282562164233,-1.1606225188271475,12.148008358394161
0.0005982509339378545,9.026448635627602,-1.0059679723406774,12.317022396364905,10.017858700077102,-1.1177421902032243,11.197293092276592
0.0007481588342175492,8.891511009888283,-0.964156056873972,11.349756390233953,9.87945667557022,-1.071284507224397,10.318572528479741
0.0009356302004133719,8.770870286811803,-0.9189657612587327,10.456620544469558,9.745411424952454,-1.0210674334569179,9.506018678663217
0.0011700775716176571,8.652352647537473,-0.9185621440554472,9.62979959276586,9.613725163930525,-0.9669075200583658,8.754363266150785
0.0014632720523533743,8.557910140535501,-0.817761890412463,8.864720530033235,9.482587364193718,-0.9086243218172182,8.058836847955703
0.0018299343147294477,8.415454079809152,-0.7614658756580484,6.673604677470178,9.350361402474656,-0.8460456270032395,7.415116308181357
0.002288473692119454,8.294019889610738,-0.8528193701145743,6.13735097212113,9.215577648951134,-0.779013263412355,6.819278857285456
0.002861912472687383,8.169239991128183,-0.6883269933063415,5.64098573236579,9.076933321584523,-0.7073901106179277,6.267761924819496
0.003579041799575151,9.779272425522617,-0.5679609346413305,5.181595023835998,8.93329820261965,-0.6310677022697044,5.757327803450391
0.0044758672130450474,9.66210202578896,-0.5351869853827698,4.756529459018031,8.783729115466032,-0.5499740887532105,5.285032729131107
0.005597416412177617,9.490233711971944,-0.45423768550171656,4.363378805820551,8.627485202781745,-0.46408209793548727,4.848198672189669
